indice|nombre|link
1560|Disco_Diamond_Turbo_7_1_4_Uyustool|https://www.ferroconstru.cl/1163/producto/761385-discos-y-abrasivos-uyustools-disco-diamantado-turbo-7-1-4
1561|Disco_Corte_Madera_4_1_2_(24T)_Uyustools|https://www.uyustools.cl/producto/disco-madera-115-x-24d-200un-caja-dma116/
1562|Disco_Corte_Madera_4_1_2_(40T)_Uyustool|https://www.constructor31.com/shop/soldadoras-y-complementos/disco-de-corte/disco-madera-4-1-2-40d-uyustools/
1563|Disco_Corte_Madera_7_1_4_(24T)_Uyustool|https://compratecno.cl/disco-corte/5725-uyustools_180mm_24t_22_2c2mm_disco_corte_sierra_madera_carburo_dmd724.html
1564|Disco_Corte_Madera_7_1_4_(40T)_Uyustool|https://www.constructor31.com/shop/soldadoras-y-complementos/disco-de-corte/disco-madera-7-1-4-40d-uyustools/
1565|Broca_Plana_Madera_1_Uyustools|https://www.uyustools.cl/producto/broca-madera-plana-1-1-2-negra-uyustools-bcp112n/
1566|Broca_Madera_Set_3und_8-10-12_30cm|https://articulo.mercadolibre.cl/MLC-948123948-juego-set-de-3-brocas-largas-para-madera-8-10-y-12-300mm-_JM
1567|Adaptador_Pata_Plana|https://www.falabella.com/falabella-cl/product/113838282/Adaptador-Pata-Plana-2p-Negro-Rema/113838283
1568|Multimetro_Analogico|https://www.pce-iberica.es/medidor-detalles-tecnicos/instrumento-de-electricidad/multimetro-metramax.htm
1569|Bisagra_Vaiven_Doble_X_Par|https://www.uyustools.cl/producto/bisagra-bayben-doble-4-dorada-bib204/
1570|Bandola_Zinc_G|http://www.uyustoolsiquique.cl/bandolas-zinc-o-g-3-8-pulg-uyustools-bz308-og.html
1571|Espatula_#4_Ferrawvy|x
1572|Tensores_Zinc_de_cable_5_16|https://www.uyustools.cl/producto/tensores-zinc-de-cable-oc-5-16-tz516-oc-tz516-oc/
1573|Tensores_Zinc_De_Cable_3_8|https://www.uyustools.cl/producto/tensores-zinc-de-cable-oc-%E2%85%9C-tz308-oc-tz308-oc/
1574|Porta_Candado_#_1_1_2_Uyustools|x
1575|Huincha_De_Medir_100Metros_Uyustools|https://www.uyustools.cl/producto/huincha-con-mango-100m-uyustools-hum100/
1576|Disco_Diamond_Ceramica_4_1_2_Uyustools|https://articulo.mercadolibre.cl/MLC-1003441440-disco-ceramica-diamantado-lizo-humedo-4-12-uyustools-_JM
1577|escuadra_negra|https://www.quincalleriasanluis.cl/producto/escuadra-repisa-negra-soe/
1578|Escuadra_Comun_10_Metal|http://www.uyustoolsiquique.cl/escuadra-comun-10.html
1579|Visor_de_puerta|http://www.uyustoolsiquique.cl/visor-puerta.html
1580|Serrucho_Para_Poda_Con_Mango_Uyustool|https://www.uyustools.cl/producto/serrucho-poda-para-mango-13-pulg-uyu-srpm13/
1581|Extractor_De_Tornillos_Uyustool|https://articulo.mercadolibre.cl/MLC-973786574-extractor-de-tornillo-5-piezas-uyustools-_JM
1582|Diablo_18|https://www.mimbral.cl/diablo-18-dia018-uyustools.html
1583|Pie_de_metro_6_Plastico|https://sodimac.falabella.com/sodimac-cl/product/110048499/Pie-de-metro-6-plastico-gris/110048511
1584|Lapiz_Carpintero|https://www.construmart.cl/lapiz-carpintero-ovalado/p
1585|Picaporte_Plano_3|http://www.uyustoolsiquique.cl/picaporte-plana-3.html
1586|Picaporte_Plano_4|https://ferrecenter.cl/home/1520-picaporte-plano-4-pulg.html
1587|Picaporte_Plano_5|https://www.uyustools.cl/producto/picaporte-plana-5-pip005/
1588|Picaporte_Plano_6|https://articulo.mercadolibre.cl/MLC-1027271209-picaporte-plano-6-pulgadas-con-tornillos-makawa-mk-0729-6-_JM
1589|Picaporte_Dorado_#5|x
1590|Disco_Diamond_Ceramica_7_1_4_Uyustool|https://www.uyustools.cl/producto/disco-diamond-180-liso-humedo-uyustools-ddu18h/
1591|lapiz_bicolor|https://www.laestrellita.cl/producto/lapiz-bicolor-lyra-jumbo-x-unid/
1592|Tarrajas_8pcs_Uyustools|https://www.uyustools.cl/producto/tarraja-8pcs-dies-tra802/
1593|Diablo_24|https://www.toso.cl/herramientas-y-maquinarias/herramientas-manuales/diablo-stanley-24-barreta-sacaclavo-55-124.html
1594|Marco_escolar_con_repuesto_8mm|https://www.pinterest.cl/Marchcj/marcos-tema-escolar/
1595|Broca_Plana_Madera_7_8_Uyustools|https://www.uyustools.cl/producto/broca-madera-plana-7-8-300un-bcp708/
1596|Espatula_#2.5_Uyustools|x
1597|Espatula_#3_Uyustools|x
1598|Broca_Plana_Madera_1_4_Uyustools|https://www.uyustools.cl/producto/broca-madera-plana-1-4-negra-uyustools-bcp104n/
1599|Porta_Candado_#1_uyustools|x
1600|Espatula_#5_Uyustool|x
1601|Disco_Corte_Madera_9_(40T)_Uyustool|https://articulo.mercadolibre.cl/MLC-598776115-disco-madera-9-x-40t-uyustools-1-unidad-_JM
1602|Disco_Corte_Madera_9_(24T)_Uyustool|https://articulo.mercadolibre.cl/MLC-536967871-disco-madera-9-x-24t-uyustools-1-unidad-_JM
1603|Llave_Gasfiter_12_Uyustools|https://www.uyustools.cl/producto/llave-gasfiter-12/
1604|Escobilla_Redonda_P_Taladro_4|http://www.uyustoolsiquique.cl/Escobilla-Redonda-Para-Taladro-4-Pulg.--Plana-9272-EBT204.html
1605|Bisagra_Vaiven_Simple_X_Par|https://puntomaestro.cl/bisagra-vaiven-de-4-x-1-unidad.html
1606|Cable_Para_Autos_Aterias_Ferrawyy|https://www.mimbral.cl/cable-puente-bateria-400a-fwyy-tmx-crb-6124x-ferrawyy.html
1607|Probador_De_Circuito|https://articulo.mercadolibre.cl/MLC-614901259-probador-de-circuito-electrico-probador-del-sistema-electric-_JM
1608|Broca_Plana_Madera_1_1_4_Uyustools|http://www.uyustoolsiquique.cl/broca-madera-plana-1-1-4-negra-uyustools.html
1609|Marco_Sierra_Uyustools_.|https://www.uyustools.cl/producto/marco-sierra-negra-fija-uyustools-mcn009/
1610|Broca_Bisagra_26mm_Uyustools|https://www.artemart.cl/broca-madera-pbisagra-de-26
1611|Escofina_Redonda_8_Uyustools|https://www.uyustools.cl/producto/escofina-no211-redonda-8-mango-plastico-uyustools-esc98r/
1612|Tensores_Zinc_de_cable_1_4|http://www.uyustoolsiquique.cl/tensores-zinc-de-cable-o-c-1-4-tz104-oc-uyustools.html
1613|Juego_De_Limas|https://toolmania.cl/set-de-herramientas/juego-de-limas-5-pzs-mecanicas-de-8-bahco-file-5-pouch-1-478-08-1-2-4981.html
1614|Separador_De_Ceramica_2mm_Uyustool|https://www.mimbral.cl/separador-ceramica-2mm-reutiliz-env-200un-crz-02r-uyustools.html
1615|Juego_de_Cubias|https://articulo.mercadolibre.cl/MLC-607270166-juego-de-cinceles-para-tallar-madera-gubia-12-pieza-crownman-_JM
1616|Broca_Sds_Plus_12x260mm_Uyustools|https://www.uyustools.cl/producto/broca-p-martillo-elec-plus-12x260mm-bce1226/
1617|Huincha_Pasacables_Metal_15M|https://electricdigital.cl/product/huincha-pasacables-metal-15m-uyus/
1618|Cinta_Pasacable_10m|https://sodimac.falabella.com/sodimac-cl/product/110216817/Cinta-pasacable-hobby-10-m/110216820
1619|Huincha_De_Medir_Uyustools_10_Mtrs|https://eltitempresas.cl/producto/huincha-medir-uyus-10mts-flg010/
1620|Disco_Diamond_Turbo_4_1_2_Uyustools|https://www.uyustools.cl/producto/disco-diamond-profesional-4-pulg-115mm-turbo-uyustools-dd4pt2/
1621|Clavo_Tapicero_X_Bolsa_50und|https://sodimac.falabella.com/sodimac-cl/product/110305624/Clavo-tapicero-9-mm-50-unidades-bronce/110305634
1622|Napoleon_24_Hoteche|https://hoteche.cl/producto/napoleon-42-acero-hoteche/
1623|Nivel_100cm_Hoteche|https://www.constructor31.com/shop/herramientas/herramientas-manuales/nivel-magnetico-40-hoteche-100cm/
1624|Cartonero_Metalico_Hoteche|https://www.ferrelectrica.cl/product/cuchillo-cartonero-toolmak
1625|Disco_Diamond_Ceramica_9_Hoteche|https://www.isesa.cl/disco-diamantado-9-ceramica-rasta-ceramic/p
1626|Disco_Diamond_Concreto_9_Hoteche|https://www.imperial.cl/discos/disco-diamantado-segmentado-concreto-9/product/83066
1627|Juego_Llave_Allen_10pcs_1.5-10mm_Hoteche|https://herramientaspormayor.cl/site/producto/juego-llave-allen/
1628|Alicate_Para_Soldar_Tipo_C|https://www.kupfer.cl/sty-alicate-presion-tipo-c-11-84-399.html
1629|Juego_Repuesto_Cuchillo_Cartonero_10_Psc_Hoteche|https://hoteche.cl/producto/juego-repuesto-para-cuchillo-cartonero-10pcs-hoteche/
1630|Linterna_Frontal_Hoteche|https://ferreidea.com/linterna-led-recargable-zoom-5-funciones-hoteche-191186
1631|Set_Hoja_Para_Caladora_Hoteche|https://www.hmat.cl/producto/set-repuesto-hoja-sierra-caladora/
1632|Set_De_Cepillos_Metal_Hoteche|https://es.hoteche.com/JUEGO-DE-CEPILLOS-DE-ALAMBRE-3PCS-pd46693755.html
1633|Destapador_De_Cañeria_3mtrs_Hoteche|https://listado.mercadolibre.cl/destapador-de-canerias-manual
1634|Set_Banda_De_Lija_4x24_Hoteche|https://www.uyustools.cl/producto/bandas-de-lija-2pcs-4x24-100-uyu/
1635|Remachadora_Hoteche_Industrial|https://hoteche.cl/productos/page/13/
1636|Disco_Corte_Madera_Diamantado_4_1_2_Hoteche|https://www.ferrelectrica.cl/product/disco-diamantado-continuo-4-1-2-115-mm
1637|Clavo_Vulcanita|https://www.prodalam.cl/productos/WA000306/clavos-volcanita-inchalam
1638|Parche_Para_Pscina_Bestway|https://articulo.mercadolibre.cl/MLC-944197349-parche-de-reparacion-bestway-para-piscinas-10-unidades-_JM
1639|Tijera_Hojalatera_8_Onsite|https://articulo.mercadolibre.cl/MLC-562326243-tijera-hojalatera-onsite-8-20cm-cojo-713151-_JM
1640|Tijera_Hojalatera_10_Onsite|https://www.mimbral.cl/tijera-hojalatera-10t-aviacion-n713101-onsite.html
1641|Formon_1_1_2|https://www.toso.cl/herramientas-y-maquinarias/herramientas-manuales/formones-y-gubias/formon-m-plastico-1-1-2-stanley-16-118.html
1642|Martillo_8Onz|https://sodimac.falabella.com/sodimac-cl/product/110027404/Martillo-mini-8-Oz/110027405
1643|Martillo_16Onz|https://www.ferresur.cl/martillo-carpintero-16-oz-truper-ma-16f?similar_product=true
1644|Set_de_lija_de_papel|https://www.mezsal.cl/lijas/403-lija-papel-115mm-set-5pcs.html
1645|Escobilla_de_copa_3_Dorado|https://www.falabella.com/falabella-cl/product/8110424/Makawa-Escobilla-de-Copa-3-Dorado/8110424
1646|remachadora|https://oviedo.cl/catalog/product/view/id/32050/s/remachadora-manual-profesional-69800/category/597/
1647|Corta_Tubos_Jaque|https://repuestosarenas.cl/producto/cortador-de-tubo-manual-3-38mm-jaque/
1648|Botella_De_Tiza_Azul|https://pernoval.cl/tiza/36377-tiza-color-azul-botella-226gr-47803-stanley-076174478037.html
1649|Combo_10L_Jaque|https://www.youtube.com/watch?v=t5d_zKhXFUM
1650|traza_linea|https://www.freepik.es/vector-premium/traza-lineas-lindas-lineas-dibujos-animados-practica-ninos_7327924.htm
1651|Martillo_Goma_Jaque_Negro|https://ferreteriaenlinea.cl/products/6693
1652|Escuadra_Combinada|https://www.isesa.cl/escuadra-combinada-300-mm-12-c-435-me-300-starrett/p
1653|Pinza_Toma_Tierra_Jaque|https://www.bessert.cl/pinza-tierra-500a-4
1654|Alambre_#18_X_25metros|x
1655|Set_Soldadura_+_Pasta_YIN|https://www.ferreteriamartina.cl/set-alambre-de-soldar-4060-diam-mm-pasta-de-soldadura-10-g-2-piezas
1656|Spray_Negro_Brillante_Valkolor|https://cornershopapp.com/es-cl/products/27esc-valkolor-pintura-acrilica-negro-brillante-spray-spray-235-g
1657|Spray_Negro_Mate_Valkolor|https://cornershopapp.com/es-cl/products/27esc-valkolor-pintura-acrilica-negro-brillante-spray-spray-235-g
1658|Spray_Aluminio_Valkolor|https://www.emiliaventas.cl/inicio/3056-spray-aluminio-alta-temperatura-valkolor.html
1659|Pistola_15w_Para_Silicona_Makawa|https://articulo.mercadolibre.cl/MLC-933963916-pistola-para-silicona-15w-mk-0120-mawaka-_JM
1660|Juego_De_Sierra_De_Copa_6pcs_Neva|https://articulo.mercadolibre.cl/MLC-989618333-set-de-sierra-copa-6-piezas-_JM
1661|Juego_Sierra_Copas_Madera_8pcs_Makawa|http://laindustrialoutlet.cl/index.php?route=product/product&product_id=364
1662|Mandril_13mm_P_Taladro_Simple_Makawa|https://comercialpinocho.cl/ferreteria/2050-88422.html
1663|Mascarilla_Con_1_Filtro__Makawa|https://articulo.mercadolibre.cl/MLC-942233171-mascarilla-respirador-para-trabajo-sencillo-makawa-_JM
1664|Alicate_Pico_De_Loro_10_Makawa|https://www.falabella.com/falabella-cl/product/115628307/Alicate-Pico-De-Loro-Ajustable-Articulado-10-Pulgadas-Makawa/115628308
1665|Picaporte_Dorado_#1_1_2|x
1666|Alicate_Cortante_6_Neva|https://comercialpinocho.cl/bicicleteria/1058-4895066001216.html
1667|Remachadora_Manual_Makawa_10_MK-0063|https://articulo.mercadolibre.cl/MLC-620672998-remachadora-manual-makawa-mk-0063-_JM
1668|Juego_De_Llave_Alen_Makawa|https://articulo.mercadolibre.cl/MLC-439875418-juego-de-llaves-allen-estrella-makawa-_JM
1669|Formon_Carpintero_1_2_Makawa|https://ferretodo.jumpseller.com/juego-formones-de-golpe-para-carpintero-12-34-1-3pcs-makawa
1670|Juergo_De_Coulper_Para_Compresor|http://laindustrialoutlet.cl/index.php?route=product/product&product_id=370
1671|Tijera_Hojalatera_De_Aviacion_10|https://www.falabella.com/falabella-cl/product/8047543/Tijera-Hojalatera-Aviacion-10-/8047543
1672|Prensa_Conectar_Punto_Tierra_300a|https://tienda.hastor.cl/main/producto_filtrado/ASK15805
1673|Prensa_Conectar_Punto_Tierra_500a|https://ferrecenter.cl/home/1404-na-162-prensa-p-conectar-punta-tierra-500a.html
1674|Juego_Hoja_Caladora_10pcs_Makawa|https://articulo.mercadolibre.cl/MLC-612718595-set-juego-de-hojas-para-sierra-caladora-p-madera-10-pcs-mk-_JM
1675|Juego_Accesoria_P_Pulir_7pcs_Makawa|https://articulo.mercadolibre.cl/MLC-924720167-kit-set-juego-de-accesorios-para-pulir-7-piezas-makawa-_JM
1676|Prensa_C_5_Makawa|https://articulo.mercadolibre.cl/MLC-537983965-prensa-tipo-g-de-5-pulgadas-_JM
1677|Prensa_C_6_Makawa|https://articulo.mercadolibre.cl/MLC-631686252-prensa-tipo-g-de-6-pulgadas-makawa-toolstore-_JM
1678|Prensa_C_3_Makawa|http://laindustrialoutlet.cl/index.php?route=product/product&product_id=305
1679|Alicate_Pelacable_9_Makawa|https://www.falabella.com/falabella-cl/product/115608721/Alicate-Pelacable-9-Pulgadas-Makawa-MK-0478/115608722
1680|Formon_Carpintero_1_4_Makawa|https://ferretotal.cl/producto/formon-para-carpintero-1-4-makawa/
1681|Juego_De_Pinceles_5pcs_Makawa|https://ferrecenter.cl/home/1569-juego-de-pinceles-set-5pcs.html
1682|Regulador_Para_Gas_Licuado|https://www.ferresur.cl/regulador-para-gas-licuado
1683|Clavo_techo_2_1_2_x8|https://ferreteriasanfrancisco.cl/tienda/product/clavo-techo-helicoidal-2-1-2-x-8-bolsa100un/
1684|Llave_Bola_Jardin_Lavadero_Tipo_Otra_1_2|https://ferreterialegacy.cl/gasfiteria/llave-bola-jardin-lavadero-1-2-tipo-otra/
1685|Llave_bola_jardin_Lavadero_Tipo_Otra_3_4x1|https://www.hidrocentro.cl/collin/producto/llave-bola-jardin-lavadero-3-4-otra-taumm/
1686|Clavo_terrano_1|https://www.ferresur.cl/clavo-terrano-1-12-kilo
1687|Clavo_terrano_1_1_2|https://www.ferresur.cl/clavo-terrano-1-12-kilo
1688|Flexible_Ducha_1.5m_Aquakit|https://knasta.cl/detail/easy/1248138p/duschy-flexible-ducha-15-m-flexi-s-duschy
1689|Flexible_Ducha_2m_Aquakit|https://articulo.mercadolibre.cl/MLC-1048081505-flexible-para-ducha-economico-de-2-metros-aura-_JM
1690|Spray_Removedor_De_Graffiti_Inoxcrom|https://www.emiliaventas.cl/inicio/4171-removedor-de-grafity-en-spray-inoxcrom.html
1691|Manilla_Cromada_4_Set_2_Unid|https://miniparts.cl/categoria-producto/accesorios/manillas-y-accesorios-puerta/
1692|Mango_ducha_SPA_#18|x
1693|Uñeta_Doble_Fijacion_Lavamanos|https://bathcenter.cl/producto/uneta-doble-para-fijacion-de-lavamanos/
1694|Uñeta_Lava|https://sodimac.falabella.com/sodimac-cl/product/110174857/Uneta-larga-para-lavamanos-acero/110174858
1695|Kit_estanque_universal__Completa|https://articulo.mercadolibre.cl/MLC-937102597-kit-valvula-completo-para-estanque-universal-_JM
1696|Kit_De_Regulador_+_Flexible_1_Mtrs_Akfit|https://ferreteriasolmetalfa.cl/index.php/producto/kit-regulador-flexible-1-mt/
1697|Alicate_Pelacable_7.3pul|x
1698|Set_De_Bisagra_Universal_Para_Tapa_Wc|https://articulo.mercadolibre.cl/MLC-582740825-reemplazo-universal-de-bisagras-de-asientos-de-inodoro-con-_JM
1699|Llave_Lavadora_Cromada_Aquikit_#26|x
1700|Desague_lavaplato_Con_Rebalse_4|https://cornershopapp.com/es-cl/products/282w9-hoffens-desague-lavaplatos-con-rejilla-inoxidable-utility-4-con-rebalse
1701|Boton_Estanque_Latera_Cuadrado_Varilla_Bronce|https://articulo.mercadolibre.cl/MLC-1044834150-boton-estanque-lateral-cuadrado-varilla-bronce-aquakit-_JM
1702|Destapador_Cañeria_Telescopico_Aquakit|https://ferreteriaemanuel.cl/tienda/gasfiteria/repuesto-calefont/bano/destapador-de-sanitarios-laucha-telescopico-aquakit/
1703|Tubo_Conexion_Taza-Muro_30cm|https://articulo.mercadolibre.cl/MLC-958515540-tubo-conexion-taza-muro-30cm-_JM
1704|Manguito_Excentrico_WC_XL|https://articulo.mercadolibre.cl/MLC-546917600-adaptador-excentrico-xl-_JM
1705|Boton_Estanque_Lateral_Negro|https://sodimac.falabella.com/sodimac-cl/product/110258322/Boton-lateral-para-estanque-PVC/110258328
1706|Llave_De_Paso_1_2_Campana_Cruz_Cromado|https://www.ferreteriagrez.cl/producto/llave-paso-campana-1-2-cruz-taumm/
1707|Llave_De_Paso_Cuello_Alto_De_1_2|https://ventasdv.cl/product/llave-de-paso-cuello-alto-1-2-bronce/
1708|Llave_de_paso_So_1_2_Otra|https://www.ferresur.cl/llave-de-paso-12-so-so-tipo-otra
1709|Llave_De_Paso_3_4_Bronce_Taumm|https://www.ferreteriagrez.cl/producto/llave-de-paso-3-4-bronce-taumm/
1710|Codo_Bronce_3_4_So|https://sodimac.falabella.com/sodimac-cl/product/110266833/Codo-Bronce-SO-SO-3-4-1u/110266836
1711|Clavo_techo_1_3_4|https://sodimac.falabella.com/sodimac-cl/product/110275354/Clavo-para-techo-1-3-4-bolsa-100-unidades/110275357
1712|Llave_de_jardin_1_2_He-He_Tipo_otra|https://ferreterialegacy.cl/gasfiteria/llave-de-jardin-br-1-2-he-hetipo-otra-taumm/
1713|Llave_jardin_He-He_tipo_Otra_3_4|https://www.mimbral.cl/llave-jardin-he-3-4-t-otra-taumm.html
1714|Codo_Galvanizado_5x45º|https://www.youtube.com/watch?v=M88a0dbBMgg
1715|Wall_Repair_Patch_Kit|https://www.homedepot.com/p/DAP-DryDex-8-oz-Wall-Repair-Patch-Kit-12345/100493601
1716|Codo_Galvanizado_5x90º|https://issuu.com/ofitec/docs/catalogo_vol1_sep_3a53f7a1cfdb43
1717|Cuello_Flexible_Coflex|https://www.easy.cl/cuello-flexible-antifugas-sanitario-4-coflex-1285179/p
1718|Coladera_Redonda_regilla_Gris|https://www.contrerasdistribuidores.cl/producto/coladera-para-desague-con-rejilla-redonda-color-gris/
1719|Coladera_Redonda_regilla_cromada|https://www.coflexweb.com/es_CL/products/view/2256
1720|Coladera_cuadrada_regilla_Gris|https://www.easy.cl/coladera-pc-160-gris-coflex-1285177/p
1721|Coladera_cuadrada_regilla_cromada|https://www.coflex.com.mx/es_CL/products/view/2268
1722|Codo_Blanco_40mm|https://www.construplaza.cl/ferreteria/gasfiteria/codos/p-v-c-codo-sanit-bco-de-40-mm-x-90.html
1723|Codo_Blanco_75mm|https://www.ferresur.cl/codo-canaleta-m-h-blanco-75-mm
1724|Codo_Bronce_HI_3_4|https://sodimac.falabella.com/sodimac-cl/product/110241137/Codo-Bronce-SO-HI-3-4-1u/110241140
1725|Masilla_Para_Concreto|https://www.chilemat.com/masilla-para-concreto-1kg-388487/p
1726|Sellador_impermeailizable_wet_look|https://tienda.lancochile.com/products/lanco-sellador-impermeabilizante-wet-look-1-gl
1727|Sellador_Impermeabilizante_1_litro_Lanco|https://www.falabella.com/falabella-cl/product/113669322/SELLADOR-IMPERMEABILIZANTE-DURA-LIFE-1GL-LANCO/113669324
1728|goma_y_pernos_para_anclaje|https://www.easy.cl/set-acople-estanque-wc-perno-anclaje-goma-fanaloza-191119/p
1729|Pernos_Tapa_De_Baño_Fanaloza|https://cornershopapp.com/es-cl/products/59ku-fanaloza-perno-para-anclaje-wc
1730|Desague_Tina_Metal_1_1_2_Fanaloza|https://www.ferreteriavenegas.cl/product/desague-tina-1-1-2-fanaloza
1731|Bisagra_Tapa_De_Asiento_Wc|https://cornershopapp.com/es-cl/products/2bxcg-fanaloza-bisagra-tapa-de-asiento-de-wc-bolsa
1732|Uñeta_Fijacion_Lavamanos|https://www.constructor31.com/shop/gasfiteria/accesorios/uneta-fijacion-lavamanos/
1733|Manilla_Para_Estanque_Fanaloza|https://www.construplaza.cl/terminaciones/ba-o/partes-y-piezas/manilla-estanque-silenc-plastica-crom-fanaloza.html
1734|Boton_Lateral_Fanaloza|https://www.fanaloza.cl/producto/boton-lateral/
1735|Boton_Dual_Redondo_Fanaloza|https://sodimac.falabella.com/sodimac-cl/product/110245518/Boton-dual-redondo-universal/110245524
1736|Clavo_polvora_2|https://www.mimbral.cl/clavos-polvora-2-unid.html
1737|Codo_PPR_Soporte_25x3_4_HE|https://sodimac.falabella.com/sodimac-cl/product/110391256/Codo-PPR-C-Soporte-25-X-1-2-He/110391258
1738|Codo_Planza_1_2|https://www.toso.cl/aire-libre/piscinas/mangueras-y-accesorios/codo-12-pplansa.html
1739|Codo_Planza_3_4|https://www.artemart.cl/codo-planza-34
1740|Codo_Valco_25mm|https://www.inergasonline.cl/codo-valco-25-mm
1741|Codo_Galvanizado_4.5x45°|https://safrairrigacao.com.br/metais/6621-joelho-al-dn1-gabitec--389020180002.html
1742|Codo_Galvanizado_4.5x90°|https://ferreteriapalmatoria.cl/products/634
1743|Codo_Galvanizado_4x45°|https://ferreteriaemanuel.cl/tienda/fitting-y-canerias/hojalateria/codo-hojalata-45x4/
1744|Codo_Galvanizado_4x90°|https://ferreteriavca.cl/shop/product/5c01050-codo-galvanizado-4x90-npt-5994?category=190
1745|Codo_Valco_Girable_3_4x7_8|https://tienda.faurora.cl/products/CODO-VALCO-GIRABLE-EMOS-34%22-HI-X-78%22-HI
1746|Tapa_WC_Redondo_Ajustable_Bemis|https://elproin.cl/producto/tapa-wc-redondo-ajustable/
1747|Tapa_wc_Eco_Bemis|https://www.construplaza.cl/terminaciones/ba-o/tapas-wc/tapa-w-c-bemis-blanco-elong-7e1450bar.html
1748|Hoja_de_sierra_Sandflex_24D|https://www.citotools.cl/MLC-582568969-hojas-de-sierra-bi-metalica-bahco-sandflex-24d-_JM
1749|Codo_Valco_Girable_3_4x1_8|https://tienda.faurora.cl/products/CODO-VALCO-GIRABLE-34%22-HI-X-1%22-HI
1750|Lapiz_Carpintero_Bahco|https://www.maderasdonjuan.cl/product/lapiz-carpintero-bahco/
1751|Codo_Valco_Girable_3_4x3_4|http://www.comerza.cl/valco-2/
1752|Codo_Bronce_HE_1_2|https://www.impac.cl/codo-bronce-he-he-1-2-forjado.html
1753|Codo_PPR_25x3_4_HE|https://ps.camais.cl/index.php?id_product=971&controller=product
1754|Cerrojo_Tub._Llave_Mariposa_Dorado|https://cerrajeriablindalock.cl/cerraduras-de-seguridad-para-puertas-de-acceso/31-cerrojo-llave-mariposa-dorado.html
1755|Cerrojo_Tub._Llave_Mariposa_Inox|https://sodimac.falabella.com/sodimac-cl/product/110317031/Cerrojo-llave-mariposa-inox-karson/110317066
1756|Cerrojo_Tub._Llave_Llave_Inox|https://sodimac.falabella.com/sodimac-cl/product/110317031/Cerrojo-llave-mariposa-inox-karson/110317066
1757|Codo_Bronce_HE_3_4|https://sodimac.falabella.com/sodimac-cl/product/110245577/Codo-Bronce-SO-HE-3-4-1u/110245578
1758|Codo_Bronce_SO_1_2_-_HE_3_4|https://sodimac.falabella.com/sodimac-cl/product/110269791/Codo-Bronce-SO-HE-1-2-x-3-4-1u/110269794
1759|Codo_PPR_25x3_4_HI|https://www.hidrocentro.cl/collin/producto/codo-ppr-25-x-3-4-hi-ls/
1760|Codo_Hidraulico_HI_32mm|https://puntomaestro.cl/codo-90-grados-pvc-presion-32-cem-hi.html
1761|Gas_Cocinilla_Providus_400ml|https://mejac.cl/tienda/gasfiteria/herramientas-y-complementos-de-gasfiter/cartucho-gas-butano-para-cocinilla-providus-400-ml/
1762|Codo_Bronce_HI-HI_1_2|https://www.construmart.cl/codo-bronce-hi-hi-1-2/p
1763|Codo_Hidraulico_HI-HI_32mm|https://puntomaestro.cl/codo-90-grados-pvc-presion-32-cem-hi.html
1764|Martillo_De_Lata|https://www.amazon.com/-/es/Estwing-T3-18-Martillo-lata-onzas/dp/B000V7PBJ2
1765|Laucha_Pasa_Cable_De_50ft|https://www.cleh.cl/product/laucha-pasacable-50mts-x-6mm/
1766|Alicate_Enfierrador_Crowman|https://miscela.cl/product/alicate-enfierrador-10-crownman/
1767|Grata_Copa_3_4_Trupper|https://ferreteriasanfrancisco.cl/tienda/product/grata-copa-3-4-truper-com-3-4-11593/
1768|Grata_Copa_1_Trupper|https://ferreteriasanfrancisco.cl/tienda/product/grata-copa-1-truper-com-1-11595/
1769|Juego_De_5_Piedras_Montadas|https://siglo-21.mercadoshops.cl/MLC-608669461-juego-de-5-piedras-montadas-truper-jpm-5x-_JM
1770|Machete_Mango_Plastico_16_Trupper|https://www.falabella.com/falabella-cl/product/113770803/Machete-mango-plastico-20-Truper/113770804
1771|Dado_1_2_X_9mm|https://toolmania.cl/dados/dado-poligonal-1-2-x-9mm-bahco-7800dm-9-13973.html
1772|Dado_1_2_X_10mm|https://toolmania.cl/dados/dado-hexagonal-1-2-x-10-mm-bahco-7800sm-10-5989.html
1773|Dado_1_2_X_13mm|https://sodimac.falabella.com/sodimac-cl/product/110050229/Dado-hexagonal-1-2-x-13-mm/110050235
1774|Dado_1_2_X_22mm|https://toolmania.cl/dados/dado-hexagonal-1-2-x-22-mm-bahco-7800sm-22-6001.html
1775|Desatornillador_Pala_4x1_8|https://distriabrasivos.co/producto/destornillador-pala-4x1-8-marca-ranger/
1776|Desatornillador_Pala_6x1_8|https://www.sumicali.com/producto/destornillador-pala-1-8-x-6-klein-tools-608-6/
1777|Desatornillador_Pala_4x3_16|https://www.construplaza.cl/ferreteria/atorn-pro-stanley-pta-cruz-4x3-16-69141b.html
1778|Desatornillador_Pala_6x3_16|https://www.construplaza.cl/ferreteria/herramientas-manuales/atornilladores/atorn-pro-stanley-pta-cruz-6x3-16-69179.html
1779|Desarmador|https://sodimac.falabella.com/sodimac-cl/product/110064804/Desarmador-plano-3x200-mm/110064812
1780|desatornillador_Phillips_1_8x4|https://articulo.mercadolibre.cl/MLC-499675433-destornillador-phillips-ph0-crossman-de-18-x-4-32x100-m-_JM
